simulation,station,station_name,passenger_id,arrival_time,urgency,aggressiveness,platform_position,preferred_carriage,seat_acquired,boarding_time,standing_time,journey_time,crowding_level,peak_period,crowding_category
1,Alandur,Alandur (Interchange),45,62,0.056233774970227975,3.719457190388594,Center,3,1,2.479148824918011,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),46,63,0.27868551473988135,0.14435320136978846,Right,6,1,2.721590649420694,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),47,65,0.31894932077611127,4.793155176334564,Center,6,0,1.7702317468830426,66.36190544508149,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),48,66,0.17475327474256522,4.499665774698619,Left,6,0,1.4105130752886055,12.085598188433309,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),49,67,0.45818968369743424,0.7283651707848093,Left,2,0,1.7400899202265765,15.877737843413954,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),50,68,0.3814063134367749,1.3316822587291606,Right,5,1,1.6440703840762758,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),51,71,0.26958157136876404,2.477600043847482,Left,2,1,1.9175759449502245,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),52,73,0.13884582143796392,0.584421164634592,Right,2,1,2.477591653797283,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),53,74,0.20335876802877478,4.3936574422201975,Right,6,1,1.9057291678211434,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),54,74,0.12200695206244762,1.8731475452583224,Center,3,0,1.6497365975783707,122.65795201496303,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),55,74,0.3836128131395421,4.949311178158967,Left,3,0,1.7790158978051367,20.124702225015106,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),56,78,0.2513700274067955,4.727085051857692,Left,6,0,1.9930312894421909,9.80616903556578,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),57,78,0.08159463272288367,3.471276172349107,Left,4,1,2.1504347473299887,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),58,79,0.04160220298169232,1.368851867629251,Left,4,1,2.555159326152553,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),59,83,0.2366961889092546,4.285272926843965,Right,6,0,1.3135847707180006,30.103469771214996,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),60,85,0.21317303953544514,1.7775698392625765,Right,2,0,2.4684974824454637,15.882452473631359,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),61,86,0.40986881915803375,3.583207526177884,Left,5,0,2.0337150552682157,97.17034148296233,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),62,86,0.32886600524105586,3.5297463129414415,Center,6,0,2.405162247749752,42.783500525494055,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),63,91,0.27803952207653493,0.24418837410122518,Center,2,1,1.6505469506841806,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),64,92,0.16864392253240246,3.775376995357524,Left,2,0,1.1505749167281116,59.99505966890675,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),65,92,0.45577750374515325,2.9514881841784772,Center,6,1,1.6366128623575555,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),66,92,0.2036889259068518,0.36880289771876296,Right,4,0,2.479106050846697,66.85275355284136,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),67,93,0.14976157173593985,1.4553237587861583,Left,3,0,2.4161503652623657,55.20529783310686,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),68,93,0.27039649293855444,3.391659648352936,Right,1,0,1.5821241424343893,19.463391406193367,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),69,97,0.26366812210142854,3.0249274219329254,Left,3,0,1.605710424559319,50.40686042967323,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),70,99,0.3096923682612821,3.5483497574684324,Left,6,0,1.6677159355032698,21.040865914119113,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),71,99,0.46773618604157435,4.8266652479219445,Center,2,0,1.9902191829194325,24.58668625193402,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),72,99,0.2991413199226171,3.9750904057641017,Left,4,1,1.603138284361247,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),73,99,0.16699364360073124,4.835842231578027,Right,1,0,1.6764364125810085,56.035833515509836,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),74,100,0.40295151682873065,0.22838572561589388,Center,6,0,1.8782867296210461,33.24147959983977,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),75,102,0.19556443528853548,0.9364317881764517,Center,1,0,1.7810387431226298,46.33903375809259,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),76,102,0.0814308546018772,0.8559622951322893,Center,5,0,2.7544112522417055,10.419175059275283,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),77,106,0.40081355780367867,0.3664969186686512,Right,5,1,2.124970754842096,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),78,107,0.42892721665778466,1.7389397347712405,Left,5,0,2.448088644938051,29.66082513497658,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),79,107,0.21428175784065,3.7824167791532877,Center,6,1,1.8188087268041202,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),80,107,0.386051137876011,3.9110454349853807,Center,3,0,2.2002788104542486,6.668917639613264,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),81,109,0.4425205407453296,1.5511165881776146,Left,1,0,1.7014195088915944,3.736035570108271,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),82,111,0.2830505883463164,1.3111295150550106,Right,4,0,2.4003534846540804,59.100747302849776,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),83,113,0.21243572968553498,4.6653268040706495,Right,2,0,1.7080574567652782,47.62153463791076,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),84,113,0.22002064669715563,3.183679160012005,Right,4,0,2.430986395455199,2.4172866731833618,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),85,115,0.12141941098837646,3.6134519725979173,Left,2,0,1.9870545493941631,3.8480323197248874,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),86,118,0.3465175224940247,1.5595940516167945,Left,3,0,2.213930775854033,30.080696501690397,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),87,119,0.3048685931696011,1.0435150054468005,Right,6,1,2.3332646171552933,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),88,119,0.36358203048384646,0.5621301443792404,Center,6,0,2.5010964928599337,4.22041752883152,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),89,119,0.1804706547764088,1.2651962511050563,Right,2,0,2.8150169853350375,16.017789465829917,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),90,119,0.5421580780325158,2.231850290244166,Center,3,0,1.9120785381951313,21.198937148171275,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),91,121,0.2745345305330139,1.191529092270669,Right,4,0,2.166380540693565,102.50946628337132,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),92,123,0.08607325347415545,3.5410708627746756,Right,2,0,1.6716307960805612,10.752292078104892,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),93,123,0.4169858091390341,0.8713172891848175,Center,5,0,2.1203814907982665,14.161244859348047,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),94,125,0.20601347541558757,1.7280731801222737,Center,5,0,2.3939853359830745,14.574596024059048,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),95,128,0.14067244003472995,3.160198814662189,Left,6,0,1.5706524263740658,4.99920873974808,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),96,128,0.2564320473606465,2.1255364231872513,Center,1,0,2.367846775206246,4.422943347272364,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),97,129,0.2215085352412151,4.906167048537325,Center,5,0,2.349510622159716,18.609521416865647,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),98,129,0.31222125231436204,2.807806192822069,Center,1,1,1.2497262082814213,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),99,133,0.2890927007761028,2.1964313757620575,Left,4,0,2.6823894864291566,30.363283001777237,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),100,134,0.1289548663693316,3.3872634754075186,Center,3,0,1.4216505987952792,32.22093668236589,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),101,135,0.1924450650903151,4.367636608698922,Right,2,1,2.479204683845644,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),102,136,0.1620184259850486,0.20666741611912953,Center,5,0,1.8109776856508581,9.339896169170311,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),103,140,0.24855629261074563,0.9120364111131379,Right,4,1,1.628855012873147,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),104,142,0.4765621139303242,0.11220971553853876,Center,4,0,2.7116881188151387,30.201991433557385,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),105,145,0.3306158241844671,2.9514382274077895,Center,6,0,2.4226679544513736,35.47420518142379,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),106,145,0.24491505468915828,1.626288589934789,Center,2,0,1.432930714065495,10.921374097779339,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),107,147,0.2868452843536104,2.310591965734163,Center,5,0,2.1117187229932517,4.596125101590079,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),108,148,0.10841309954888971,1.1045874382011767,Right,2,0,1.4668893014994313,62.3045048945192,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),109,150,0.3369810653795223,3.730677806022645,Center,3,0,1.937625703325407,28.918347898502343,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),110,152,0.3771860759982537,3.7426865230886293,Right,5,0,2.2778267813567137,23.574140873687845,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),111,155,0.4595067272004874,2.4149273101204196,Left,3,1,2.3627797322614157,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),112,157,0.22495770907487558,0.5777512348667585,Center,3,0,1.6356836738355702,4.725696900390903,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),113,157,0.47990471052446787,1.3002637253154647,Right,5,1,2.0542789003947584,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),114,157,0.40174928646127295,4.561628018856335,Left,2,0,1.2433762359305551,24.40224029716422,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),115,157,0.4107573085251336,1.5955764087717328,Center,4,1,2.38897721416065,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),116,159,0.36753663804756487,2.228443017532541,Center,6,1,1.3855122965168207,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),117,159,0.2021525619150162,3.4587131976579473,Right,6,0,2.4039023126991044,3.99777897949415,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),118,160,0.20550642734503063,0.9363259149008546,Right,1,0,1.675338281871588,6.65662027546042,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),119,163,0.26718776201179784,3.2280674104553118,Center,2,1,1.5796098614680223,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),120,170,0.024851566096765264,2.1142417098022745,Left,2,0,2.6121204995669265,2.5176838633819023,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),121,170,0.17000062481153747,1.2676689722406576,Right,4,0,1.5305253444880238,2.8973943143430367,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),122,171,0.3033604860240065,4.11075150518697,Left,1,0,1.8267350963888092,17.770419872989898,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),123,172,0.1228111038371367,0.8807368367056917,Center,5,0,2.4604012027721454,25.841231285991164,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),124,174,0.19108455710443487,1.1998529968500198,Left,3,0,1.901093507120267,87.83621132585245,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),125,175,0.05252527435559821,3.85289881576944,Right,3,0,1.1855808796786749,8.07111283733385,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),126,176,0.16843141109939896,3.3721317488268148,Left,6,0,1.482144951404256,6.572462616817034,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),127,177,0.3954814495322092,2.5030461451582298,Center,1,0,2.2082397303141974,3.789265442453702,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),128,179,0.20609808799326237,0.09395854209381882,Left,6,1,1.7031783183698943,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),129,181,0.5763628925732724,3.3745359156361316,Left,1,0,1.2870595146362236,4.360974862056942,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),130,181,0.38861293360035554,4.703964326324799,Center,1,1,1.9439693622097238,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),131,183,0.3701505404920305,1.934817709893644,Center,1,0,2.5088577351466603,13.0473371866277,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),132,185,0.16772255827525612,3.921065467184008,Center,6,1,1.33376807515409,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),133,187,0.1465933647130969,4.262168950702554,Center,5,1,1.0957061958631558,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),134,187,0.09086574233597174,2.9297327499720005,Left,3,0,2.1101309862921855,10.248337657256782,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),135,188,0.3009010577118292,0.39234529188676537,Center,4,1,1.604064953812805,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),136,189,0.2727019683392313,0.9117316755952309,Center,1,0,2.3502605529044676,44.90903619887937,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),137,189,0.4689864537953328,0.004617719067380732,Center,6,0,1.538866860511656,39.64460867456765,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),138,190,0.4988621315280507,4.531095456185644,Right,2,1,1.459382018155777,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),139,192,0.0707773816569845,2.4764139002693897,Right,3,1,2.5607609601240515,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),140,193,0.33120331019035365,1.992236923266335,Left,5,1,2.786651590412979,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),141,195,0.05732368664194903,3.0507904018797385,Center,6,0,1.4939769222349886,12.061472313472015,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),142,198,0.12561308991517314,1.113922571991719,Center,5,1,2.142874092695722,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),143,199,0.3558961815517742,3.7608266906178796,Center,1,0,1.5059903992745238,10.68872422085442,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),144,200,0.19617472922322934,4.517088429947565,Left,4,0,1.762219502004619,96.552112219711,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),145,200,0.15779425374074998,2.6474195362527713,Left,6,0,1.568612199084451,2.192448464871557,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),146,203,0.12759058455847658,2.0072824477912024,Center,2,0,1.4262654385657734,27.407404925138046,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),147,205,0.19747312960289426,2.2295769781445807,Center,2,0,1.7886066993106684,114.15856867281673,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),148,212,0.3165605461394104,1.0340458873133014,Center,1,0,2.0261599276889903,65.55376792942893,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),149,213,0.18747160352095074,4.301931167310389,Center,4,0,1.177129250584947,19.65961057849748,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),150,214,0.1501579602948203,0.03760581657587414,Center,1,0,2.2737903394825034,11.215531544012492,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),151,215,0.1268041992037162,3.664570380863657,Center,3,1,2.1325749107407144,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),152,218,0.32731578114822146,3.1766708099977157,Center,6,0,1.9563463877520721,46.272442490501035,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),153,221,0.2752306231412461,1.718643648414654,Left,1,1,1.8964390728146592,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),154,222,0.6900638034847425,3.7170026498275637,Right,4,1,1.6707470374113598,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),155,223,0.19551155700795977,4.914355675887784,Right,2,1,1.1508298982604697,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),156,224,0.2885483934470465,3.366624035929666,Left,4,0,1.5642037919682958,32.51657720276067,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),157,224,0.027013462636886587,3.674160012708791,Center,3,0,2.4736843650503006,1.3201654866975296,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),158,225,0.1646787796808797,0.05130828101399865,Right,1,0,2.718063898971907,9.083604550174748,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),159,226,0.5785642782033577,2.4288300380187438,Left,5,0,2.591271018535834,5.619018676448428,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),160,229,0.1994508456867012,0.2816799679427251,Center,6,0,2.413767022148879,6.799033484223838,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),161,229,0.20030251689085912,4.543580812024559,Center,1,0,2.1766110739977758,8.664908871003108,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),162,230,0.2835963871720709,1.5133585455980814,Right,5,0,2.175084029010259,11.855942009929702,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),163,230,0.3581136036034509,1.9643622661378524,Left,3,0,2.4820817923371665,35.318723227301234,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),164,230,0.5520947372829965,3.9713067299544043,Center,2,0,2.0154887767256064,4.237406412286072,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),165,230,0.20134471276662289,0.17788673000542987,Center,5,0,1.8268236318664,11.74714781090332,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),166,233,0.24635072641117642,1.75904664537901,Center,3,1,2.3700586039261475,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),167,234,0.47702724987733897,3.662859416022183,Left,4,1,2.256368608742111,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),168,236,0.37145260393523266,1.0001905706939023,Center,1,1,1.9666218060274647,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),169,236,0.31036966090968887,3.2054838555413925,Right,4,0,2.192903058061701,35.98099368849042,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),170,237,0.23979635178534514,2.5022707005604916,Left,3,0,1.8003031499691664,79.14405672864946,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),171,239,0.24000222103114274,4.641847362783536,Center,2,1,1.1787502486264596,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),172,239,0.23058133629938327,1.1319224814995943,Center,5,0,2.295685946582793,2.5657859449244675,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),173,242,0.3313563915590745,1.6689405529604273,Center,6,0,1.857673409531685,16.9975765174539,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),174,243,0.4005089733406056,0.0008986944750966064,Right,1,0,2.015920665723747,14.338609913377423,25,0.7,morning,Low (60-70%)
